school,exam,extract,question,choiceA,choiceB,choiceC,choiceD,choiceE,choiceF,choiceG,correct_answer,rationale,question_type,image,url,wrong_answer
Nurse Aide,NNAAP Nurse Aide Practice Exam,,Which of the following should be included when giving instructions to a client on deep breathing and coughing?,Ask the client to inhale and hold the breath for 5 seconds.,Help the client to support the incision after coughing.,Ask the client to inhale through the nose.,Help the client lie in the prone position.,,,,B,"Supporting the incision after coughing reduces pain and strain, promoting effective coughing for post-surgical recovery.",Regular,,,
Nurse Aide,NNAAP Nurse Aide Practice Exam,,The nurse aide has been assigned a client who has multiple requests and frequently uses the call light. What communication skills SHOULD the nurse aide use while caring for the client?,Answer the client’s questions clearly.,Avoid answering the client’s call light.,Scold the client for using the call light.,Walk away from the client.,,,,A,"Clear, respectful communication addresses the client's needs, builds trust, and ensures effective care delivery.",Regular,,,
Nurse Aide,NNAAP Nurse Aide Practice Exam,,Which of the following should be included when a client is coughing and deep breathing?,Ask the client to inhale and hold the breath for 5 seconds.,Help the client to support the incision after coughing.,Ask the client to inhale through the nose.,Help the client lie in the prone position.,,,,B,"Supporting the incision after coughing minimizes discomfort and supports effective coughing, crucial for clearing airways.",Regular,,,
Nurse Aide,NNAAP Nurse Aide Practice Exam,,Clients with urinary tract infections often require:,An increase in fiber in the diet.,Physical therapy.,Increased fluid intake.,Decreased activity.,,,,C,"Increased fluid intake helps flush bacteria from the urinary tract, aiding in UTI treatment and prevention.",Regular,,,
Nurse Aide,NNAAP Nurse Aide Practice Exam,,What is an abnormal sign that SHOULD be reported to the nurse in charge?,A good appetite.,"Soft, brown stool.",Rapid respiration.,Pink color of the lips.,,,,C,"Rapid respiration is an abnormal sign that may indicate respiratory distress, requiring immediate reporting for assessment.",Regular,,,
Nurse Aide,NNAAP Nurse Aide Practice Exam,,"When caring for a dying client whose culture is different from the nurse aide’s own culture, the nurse aide SHOULD remember that cultural differences:",Are easy to understand when religious practices are the same.,Are important only when the client’s family is present.,Relate to the nurse aide’s own religion.,Vary with each client.,,,,D,"Cultural differences vary with each client, requiring individualized, respectful care to honor their beliefs and practices.",Regular,,,
Nurse Aide,NNAAP Nurse Aide Practice Exam,,"While caring for a client, the nurse aide notices an irregular respiration pattern. To obtain a correct rate, the nurse aide SHOULD count the client’s respirations for:",15 seconds.,30 seconds.,1 minute.,5 minutes.,,,,C,"Counting respirations for 1 minute ensures an accurate rate, especially with irregular patterns, to provide reliable data.",Regular,,,
Nurse Aide,NNAAP Nurse Aide Practice Exam,,A religious service is scheduled to take place in the facility. The nurse aide SHOULD:,Take only those clients who are members of the religion.,Find out which clients wish to attend.,Encourage all clients to attend.,Take ambulatory clients only.,,,,B,"Asking which clients wish to attend respects their autonomy and preferences, aligning with client-centered care.",Regular,,,
Nurse Aide,NNAAP Nurse Aide Practice Exam,,A client is signed up for an afternoon recreational activity but is still in pajamas. The nurse aide’s BEST approach is to:,Take the client in pajamas to the activity.,Insist that the client get dressed.,Select clothes for the client to wear.,Ask if the client wants to get dressed.,,,,D,Asking if the client wants to get dressed respects their autonomy and encourages participation while addressing their readiness.,Regular,,,
Nurse Aide,NNAAP Nurse Aide Practice Exam,,The nurse aide is assisting a client to ambulate and the client begins to fall. The nurse aide SHOULD:,Try to prevent the fall.,Ease the client to the floor.,Help the client up immediately.,Tell the charge nurse at the end of the shift.,,,,B,"Easing the client to the floor during a fall minimizes injury, prioritizing safety over attempting to prevent or immediately assisting up.",Regular,,,
Nurse Aide,NNAAP Nurse Aide Practice Exam,,How can the nurse aide BEST help a client who is confused and disoriented?,Restrain all extremities.,Isolate the client from others.,Talk about the client’s frustrations.,Maintain a familiar environment.,,,,D,"Maintaining a familiar environment reduces confusion and agitation, supporting the client's comfort and orientation.",Regular,,,
Nurse Aide,NNAAP Nurse Aide Practice Exam,,The nurse aide is providing care for a client with a prosthesis. The nurse aide understands that a prosthesis is:,A condition in which there is death of tissue.,The removal of all or part of an extremity.,An artificial replacement for a missing body part.,Pain in the location of the amputated limb.,,,,C,"A prosthesis is an artificial device, such as a limb, designed to replace a missing body part and restore function.",Regular,,,
Nurse Aide,NNAAP Nurse Aide Practice Exam,,What should the nurse aide do when a client refuses to take the noon meal? The nurse aide SHOULD:,Force the client to eat.,Report the refusal to the charge nurse.,Throw the tray away.,Offer the client a snack later.,,,,B,"Reporting meal refusal to the charge nurse allows for assessment of potential health or dietary issues, respecting client autonomy.",Regular,,,
Nurse Aide,NNAAP Nurse Aide Practice Exam,,"To assist a client who is hearing impaired with a meal, the nurse aide SHOULD:",position the client in a wheelchair.,place the call light within reach.,turn on the hearing aid.,increase background noise.,,,,C,"Turning on the hearing aid enhances the client's ability to hear and communicate during meals, improving their experience.",Regular,,,
Nurse Aide,NNAAP Nurse Aide Practice Exam,,The nurse aide is supervised by:,ancillary personnel.,a facility administrator.,administrative personnel.,a licensed nursing professional.,,,,D,"A licensed nursing professional, such as a registered nurse, supervises nurse aides to ensure proper care and adherence to protocols.",Regular,,,
Nurse Aide,NNAAP Nurse Aide Practice Exam,,"A client in bed rings the call light and complains of being short of breath. Before getting the nurse, in what position should the nurse aide put the client to help the client breathe easier?",Sims,High-Fowler,Supine,Trendelenburg,,,,B,"The High-Fowler position (sitting upright) facilitates easier breathing by expanding the chest, ideal for clients with shortness of breath.",Regular,,,
Nurse Aide,NNAAP Nurse Aide Practice Exam,,Which of the following is a high-protein food?,Potatoes,Bran cereal,Bananas,Meat,,,,D,"Meat is a high-protein food, essential for tissue repair and muscle maintenance, unlike potatoes, cereal, or bananas.",Regular,,,
Nurse Aide,NNAAP Nurse Aide Practice Exam,,A client offers the nurse aide a very generous gift. Which of the following would be an appropriate response for the nurse aide to make?,Thank you. But it is the policy here that I cannot accept gifts.,I will accept the gift and report it to the nurse. Thank you.,I accept your generous gift. You are so kind to appreciate my work.,How nice. I will be glad to share this with the rest of the staff.,,,,A,Politely declining gifts due to facility policy maintains professionalism and ethical boundaries.,Regular,,,
Nurse Aide,NNAAP Nurse Aide Practice Exam,,Which of the following procedures is the BEST to follow when the nurse aide washes the aide’s hands?,Use a client’s towel to dry the aide’s hands.,Hold the hands and forearms lower than the elbows.,Rinse the hands and forearms briefly under running water.,Turn the faucet off with the aide's hands after drying them.,,,,B,"Holding hands and forearms lower than elbows during handwashing prevents contaminated water from running up the arms, maintaining hygiene.",Regular,,,
Nurse Aide,NNAAP Nurse Aide Practice Exam,,"If a nurse aide needs to cough or sneeze, the BEST way to prevent the spread of respiratory secretions is to cough into:",the air.,cupped hands.,the inside of the elbow.,a dirty linen that is already contaminated.,,,,C,"Coughing into the inside of the elbow contains respiratory secretions, reducing the spread of pathogens, unlike coughing into hands or air.",Regular,,,
Nurse Aide,NNAAP Nurse Aide Practice Exam,,A nurse aide who is assigned to a client who is human immunodeficiency virus (HIV) positive could contract HIV by:,sharing a spoon or fork with the client.,giving the client a hug.,handling the client’s clothes.,having contact with the client's body fluids.,,,,D,"HIV is transmitted through contact with body fluids like blood or secretions, requiring standard precautions. Casual contact like hugging or handling clothes does not pose a risk.",Regular,,,
Nurse Aide,NNAAP Nurse Aide Practice Exam,,"When communicating with a client who is in a coma, the nurse aide SHOULD:",keep the client on a flexible schedule for care.,avoid using touch to communicate care and comfort.,ignore the client’s facial expressions.,continue to knock before entering the client’s room and to explain care.,,,,D,"Knocking and explaining care respects the client's dignity and assumes they may perceive stimuli, even in a coma.",Regular,,,
Nurse Aide,NNAAP Nurse Aide Practice Exam,,The nurse aide can assist a dying client by:,making fewer visits to the client.,being cheerful all times.,listening when the client wants to talk.,telling the client to accept fate.,,,,C,"Listening to a dying client provides emotional support, validates their feelings, and respects their needs during a vulnerable time.",Regular,,,
Nurse Aide,NNAAP Nurse Aide Practice Exam,,The nurse aide SHOULD dispose of biohazardous waste in a:,red bag.,transparent bag.,black bag.,yellow bag.,,,,A,"Biohazardous waste, such as contaminated dressings, must be disposed of in a red bag to ensure safe handling and prevent infection spread.",Regular,,,
Nurse Aide,NNAAP Nurse Aide Practice Exam,,The nurse aide is responsible for:,observing the rights of delegation.,refusing tasks the nurse aide does not like.,delegating and supervising other nurse aides.,performing delegated nursing tasks within the aide's scope of practice.,,,,D,"Nurse aides are responsible for performing delegated tasks within their scope, ensuring safe and appropriate care under supervision.",Regular,,,
Nurse Aide,National Nurse Aide Assessment Program Practice Exam,,A client with Alzheimer disease is found going through another client's belongings. How SHOULD the nurse aide respond?,Tell the client to never do this again.,Have the client apologize to the other client.,Call the nurse supervisor.,Take the client to the client's own room and orient to surroundings.,,,,D,"Redirecting the client to their own room and orienting them reduces confusion and respects their condition, addressing the behavior appropriately.",Regular,,,
Nurse Aide,National Nurse Aide Assessment Program Practice Exam,,"What is the total intake of a client who drinks 100 ml of juice, 75 ml of coffee, and 35 ml of water?",200 ml.,210 ml.,240 ml.,370 ml.,,,,B,The total intake is calculated as 100 ml (juice) + 75 ml (coffee) + 35 ml (water) = 210 ml.,Regular,,,
Nurse Aide,National Nurse Aide Assessment Program Practice Exam,,"When shampooing a client's hair, it is important to:",complete this task while the client is in the shower.,leave medicated shampoo at the client's bedside.,use water that is as warm as the client can tolerate.,ensure that the client's eyes are covered.,,,,D,"Covering the client's eyes during shampooing prevents irritation from soap or water, ensuring comfort and safety.",Regular,,,
Nurse Aide,National Nurse Aide Assessment Program Practice Exam,,A feeding tube inserted through the nose into the stomach is called a:,cannula tube.,intravenous tube.,nasogastric tube.,drainage tube.,,,,C,"A nasogastric tube is inserted through the nose into the stomach for feeding or medication administration, distinct from other tube types.",Regular,,,
Nurse Aide,National Nurse Aide Assessment Program Practice Exam,,"The nurse aide has been asked to check oxygen saturation of a client. In order to perform this task, the nurse aide will:",scan the infrared light over the client's wrist to read the radial pulse measurement.,"disinfect the client's earlobe with alcohol, then apply the oximeter, and record the measurement.",apply the pulse oximeter to the client's fingertip and record the measurement.,reposition the client if the reading is below 95% and then retake the measurement.,,,,C,Applying a pulse oximeter to the fingertip is the standard method to measure oxygen saturation accurately.,Regular,,,
Nurse Aide,National Nurse Aide Assessment Program Practice Exam,,"When a client wears an incontinence brief, it is important for the nurse aide to:",change the incontinence brief every 6 hours to prevent irritation.,make sure the client's underpants are worn at the same time.,observe the skin and keep the perineal area clean and dry.,use the incontinence brief whenever the client is in bed.,,,,C,"Observing the skin and keeping the perineal area clean and dry prevents irritation, infections, and skin breakdown.",Regular,,,
Nurse Aide,National Nurse Aide Assessment Program Practice Exam,,"To prevent a client from choking while being fed in bed, the nurse aide SHOULD:",raise the head of the bed.,place the client in a lateral position.,tilt the client's head back.,offer all fluids first.,,,,A,Raising the head of the bed to an upright position aligns the airway to reduce choking risk during feeding.,Regular,,,
